"beta","pow","sample_size","sigma","test"
-0.76,0.867180941239503,100,5,"smooth764"
-0.81,0.86615664308223,100,5,"smooth764"
-0.86,0.865428666959112,100,5,"smooth764"
-0.91,0.864932536726229,100,5,"smooth764"
-0.96,0.864603776239661,100,5,"smooth764"
-1.01,0.864377909355489,100,5,"smooth764"
-1.06,0.864190459929792,100,5,"smooth764"
-1.11,0.863976951818650,100,5,"smooth764"
-1.16,0.863672908878145,100,5,"smooth764"
-1.21,0.863213854964355,100,5,"smooth764"
-1.26,0.862533851716883,100,5,"smooth764"
-1.31,0.861571666262467,100,5,"smooth764"
-1.36,0.860431108091803,100,5,"smooth764"
-1.41,0.859262269454565,100,5,"smooth764"
-1.46,0.858215242600427,100,5,"smooth764"
-1.51,0.857433274225731,100,5,"smooth764"
-1.56,0.856804095744475,100,5,"smooth764"
-1.61,0.856232567354608,100,5,"smooth764"
-1.66,0.855716874740436,100,5,"smooth764"
-1.71,0.85525520358626,100,5,"smooth764"
-1.76,0.854845739576385,100,5,"smooth764"
-1.81,0.854486668395116,100,5,"smooth764"
-1.86,0.854176175726757,100,5,"smooth764"
-1.91,0.85391244725561,100,5,"smooth764"
-1.96,0.853693668665981,100,5,"smooth764"
-2.01,0.853518025642173,100,5,"smooth764"
-2.06,0.85338370386849,100,5,"smooth764"
-2.11,0.853288889029237,100,5,"smooth764"
-2.16,0.853231766808717,100,5,"smooth764"
-2.21,0.853210522891234,100,5,"smooth764"
-2.26,NA,100,5,"smooth764"
-2.31,NA,100,5,"smooth764"
-2.36,NA,100,5,"smooth764"
-2.41,NA,100,5,"smooth764"
-2.46,NA,100,5,"smooth764"
0.01,NA,100,5,"smooth765"
0.06,NA,100,5,"smooth765"
0.11,0.900051322711423,100,5,"smooth765"
0.16,0.897265822429588,100,5,"smooth765"
0.21,0.894614470150418,100,5,"smooth765"
0.26,0.89209301245138,100,5,"smooth765"
0.31,0.889697195909946,100,5,"smooth765"
0.36,0.887422767103582,100,5,"smooth765"
0.41,0.885263373571391,100,5,"smooth765"
0.46,0.883157095340622,100,5,"smooth765"
0.51,0.881109278539352,100,5,"smooth765"
0.56,0.879164010227637,100,5,"smooth765"
0.61,0.877365377465538,100,5,"smooth765"
0.66,0.875757467313112,100,5,"smooth765"
0.71,0.874384366830417,100,5,"smooth765"
0.76,0.873291642023263,100,5,"smooth765"
0.81,0.872548685060325,100,5,"smooth765"
0.86,0.872135773534781,100,5,"smooth765"
0.91,0.871999077418359,100,5,"smooth765"
0.96,0.872084766682785,100,5,"smooth765"
1.01,0.872339011299785,100,5,"smooth765"
1.06,0.872707981241085,100,5,"smooth765"
1.11,0.873137846478414,100,5,"smooth765"
1.16,0.873574776983496,100,5,"smooth765"
1.21,0.873964942728059,100,5,"smooth765"
1.26,0.874253766697106,100,5,"smooth765"
1.31,0.874402478821717,100,5,"smooth765"
1.36,0.87449310867053,100,5,"smooth765"
1.41,0.874637286720285,100,5,"smooth765"
1.46,0.874946643447716,100,5,"smooth765"
1.51,0.875527832818239,100,5,"smooth765"
1.56,0.876301049553568,100,5,"smooth765"
1.61,0.877197015002179,100,5,"smooth765"
1.66,0.87821398096872,100,5,"smooth765"
1.71,0.879350199257841,100,5,"smooth765"
1.76,0.88060392167419,100,5,"smooth765"
1.81,0.881973400022416,100,5,"smooth765"
1.86,0.883456886107168,100,5,"smooth765"
1.91,0.885052631733095,100,5,"smooth765"
1.96,0.886758888704845,100,5,"smooth765"
2.01,0.888573908827067,100,5,"smooth765"
2.06,0.89049594390441,100,5,"smooth765"
2.11,0.892523245741524,100,5,"smooth765"
2.16,0.894654066143056,100,5,"smooth765"
2.21,0.896886656913656,100,5,"smooth765"
2.26,NA,100,5,"smooth765"
2.31,NA,100,5,"smooth765"
2.36,NA,100,5,"smooth765"
2.41,NA,100,5,"smooth765"
2.46,NA,100,5,"smooth765"
-0.01,NA,100,5,"smooth765"
-0.06,NA,100,5,"smooth765"
-0.11,0.900051322711423,100,5,"smooth765"
-0.16,0.897265822429588,100,5,"smooth765"
-0.21,0.894614470150418,100,5,"smooth765"
-0.26,0.89209301245138,100,5,"smooth765"
-0.31,0.889697195909946,100,5,"smooth765"
-0.36,0.887422767103582,100,5,"smooth765"
-0.41,0.885263373571391,100,5,"smooth765"
-0.46,0.883157095340622,100,5,"smooth765"
-0.51,0.881109278539352,100,5,"smooth765"
-0.56,0.879164010227637,100,5,"smooth765"
-0.61,0.877365377465538,100,5,"smooth765"
-0.66,0.875757467313112,100,5,"smooth765"
-0.71,0.874384366830417,100,5,"smooth765"
-0.76,0.873291642023263,100,5,"smooth765"
-0.81,0.872548685060325,100,5,"smooth765"
-0.86,0.872135773534781,100,5,"smooth765"
-0.91,0.871999077418359,100,5,"smooth765"
-0.96,0.872084766682785,100,5,"smooth765"
-1.01,0.872339011299785,100,5,"smooth765"
-1.06,0.872707981241085,100,5,"smooth765"
-1.11,0.873137846478414,100,5,"smooth765"
-1.16,0.873574776983496,100,5,"smooth765"
-1.21,0.873964942728059,100,5,"smooth765"
-1.26,0.874253766697106,100,5,"smooth765"
-1.31,0.874402478821717,100,5,"smooth765"
-1.36,0.87449310867053,100,5,"smooth765"
-1.41,0.874637286720285,100,5,"smooth765"
-1.46,0.874946643447716,100,5,"smooth765"
-1.51,0.875527832818239,100,5,"smooth765"
-1.56,0.876301049553568,100,5,"smooth765"
-1.61,0.877197015002179,100,5,"smooth765"
-1.66,0.87821398096872,100,5,"smooth765"
-1.71,0.879350199257841,100,5,"smooth765"
-1.76,0.88060392167419,100,5,"smooth765"
-1.81,0.881973400022416,100,5,"smooth765"
-1.86,0.883456886107168,100,5,"smooth765"
-1.91,0.885052631733095,100,5,"smooth765"
-1.96,0.886758888704845,100,5,"smooth765"
-2.01,0.888573908827067,100,5,"smooth765"
-2.06,0.89049594390441,100,5,"smooth765"
-2.11,0.892523245741524,100,5,"smooth765"
-2.16,0.894654066143056,100,5,"smooth765"
-2.21,0.896886656913656,100,5,"smooth765"
-2.26,NA,100,5,"smooth765"
-2.31,NA,100,5,"smooth765"
-2.36,NA,100,5,"smooth765"
-2.41,NA,100,5,"smooth765"
-2.46,NA,100,5,"smooth765"
0.01,NA,100,5,"smooth766"
0.06,NA,100,5,"smooth766"
0.11,0.925331785463574,100,5,"smooth766"
0.16,0.92138525139577,100,5,"smooth766"
0.21,0.917599770461177,100,5,"smooth766"
0.26,0.913968840428356,100,5,"smooth766"
0.31,0.910485959065862,100,5,"smooth766"
0.36,0.907144624142253,100,5,"smooth766"
0.41,0.903936340111397,100,5,"smooth766"
0.46,0.900801013150829,100,5,"smooth766"
0.51,0.89774561367079,100,5,"smooth766"
0.56,0.894814421913783,100,5,"smooth766"
0.61,0.892051718122305,100,5,"smooth766"
0.66,0.889501782538859,100,5,"smooth766"
0.71,0.887208895405944,100,5,"smooth766"
0.76,0.885219249022573,100,5,"smooth766"
0.81,0.883615533790375,100,5,"smooth766"
0.86,0.882380729729225,100,5,"smooth766"
0.91,0.881456251641188,100,5,"smooth766"
0.96,0.880783514328328,100,5,"smooth766"
1.01,0.880303932592711,100,5,"smooth766"
1.06,0.879958921236401,100,5,"smooth766"
1.11,0.879689895061463,100,5,"smooth766"
1.16,0.879438268869961,100,5,"smooth766"
1.21,0.87914545746396,100,5,"smooth766"
1.26,0.878751214890012,100,5,"smooth766"
1.31,0.878191974347557,100,5,"smooth766"
1.36,0.87756803205401,100,5,"smooth766"
1.41,0.87702840001691,100,5,"smooth766"
1.46,0.876722090243805,100,5,"smooth766"
1.51,0.876791019217965,100,5,"smooth766"
1.56,0.877114149607045,100,5,"smooth766"
1.61,0.877593348274079,100,5,"smooth766"
1.66,0.878228056230883,100,5,"smooth766"
1.71,0.879017714489269,100,5,"smooth766"
1.76,0.879961764061053,100,5,"smooth766"
1.81,0.881059645958047,100,5,"smooth766"
1.86,0.882310801192067,100,5,"smooth766"
1.91,0.883714670774925,100,5,"smooth766"
1.96,0.885270695718436,100,5,"smooth766"
2.01,0.886978317034415,100,5,"smooth766"
2.06,0.888836975734675,100,5,"smooth766"
2.11,0.89084611283103,100,5,"smooth766"
2.16,0.893005169335293,100,5,"smooth766"
2.21,0.89531358625928,100,5,"smooth766"
2.26,NA,100,5,"smooth766"
2.31,NA,100,5,"smooth766"
2.36,NA,100,5,"smooth766"
2.41,NA,100,5,"smooth766"
2.46,NA,100,5,"smooth766"
-0.01,NA,100,5,"smooth766"
-0.06,NA,100,5,"smooth766"
-0.11,0.925331785463574,100,5,"smooth766"
-0.16,0.92138525139577,100,5,"smooth766"
-0.21,0.917599770461177,100,5,"smooth766"
-0.26,0.913968840428356,100,5,"smooth766"
-0.31,0.910485959065862,100,5,"smooth766"
-0.36,0.907144624142253,100,5,"smooth766"
-0.41,0.903936340111397,100,5,"smooth766"
-0.46,0.900801013150829,100,5,"smooth766"
-0.51,0.89774561367079,100,5,"smooth766"
-0.56,0.894814421913783,100,5,"smooth766"
-0.61,0.892051718122305,100,5,"smooth766"
-0.66,0.889501782538859,100,5,"smooth766"
-0.71,0.887208895405944,100,5,"smooth766"
-0.76,0.885219249022573,100,5,"smooth766"
-0.81,0.883615533790375,100,5,"smooth766"
-0.86,0.882380729729225,100,5,"smooth766"
-0.91,0.881456251641188,100,5,"smooth766"
-0.96,0.880783514328328,100,5,"smooth766"
-1.01,0.880303932592711,100,5,"smooth766"
-1.06,0.879958921236401,100,5,"smooth766"
-1.11,0.879689895061463,100,5,"smooth766"
-1.16,0.879438268869961,100,5,"smooth766"
-1.21,0.87914545746396,100,5,"smooth766"
-1.26,0.878751214890012,100,5,"smooth766"
-1.31,0.878191974347557,100,5,"smooth766"
-1.36,0.87756803205401,100,5,"smooth766"
-1.41,0.87702840001691,100,5,"smooth766"
-1.46,0.876722090243805,100,5,"smooth766"
-1.51,0.876791019217965,100,5,"smooth766"
-1.56,0.877114149607045,100,5,"smooth766"
-1.61,0.877593348274079,100,5,"smooth766"
-1.66,0.878228056230883,100,5,"smooth766"
-1.71,0.879017714489269,100,5,"smooth766"
-1.76,0.879961764061053,100,5,"smooth766"
-1.81,0.881059645958047,100,5,"smooth766"
-1.86,0.882310801192067,100,5,"smooth766"
-1.91,0.883714670774925,100,5,"smooth766"
-1.96,0.885270695718436,100,5,"smooth766"
-2.01,0.886978317034415,100,5,"smooth766"
-2.06,0.888836975734675,100,5,"smooth766"
-2.11,0.89084611283103,100,5,"smooth766"
-2.16,0.893005169335293,100,5,"smooth766"
-2.21,0.89531358625928,100,5,"smooth766"
-2.26,NA,100,5,"smooth766"
-2.31,NA,100,5,"smooth766"
-2.36,NA,100,5,"smooth766"
-2.41,NA,100,5,"smooth766"
-2.46,NA,100,5,"smooth766"
0.01,NA,100,5,"smooth767"
0.06,NA,100,5,"smooth767"
0.11,0.911173350399328,100,5,"smooth767"
0.16,0.907408581133165,100,5,"smooth767"
0.21,0.903752484053753,100,5,"smooth767"
0.26,0.900193380806473,100,5,"smooth767"
0.31,0.896719593036707,100,5,"smooth767"
0.36,0.893319442389837,100,5,"smooth767"
0.41,0.889978845226954,100,5,"smooth767"
0.46,0.886623004038661,100,5,"smooth767"
0.51,0.883262261488177,100,5,"smooth767"
0.56,0.879952669332622,100,5,"smooth767"
0.61,0.876750279329121,100,5,"smooth767"
0.66,0.873711143234795,100,5,"smooth767"
0.71,0.870891312806767,100,5,"smooth767"
0.76,0.868341970325844,100,5,"smooth767"
0.81,0.86594806172603,100,5,"smooth767"
0.86,0.863648967253767,100,5,"smooth767"
0.91,0.861457350730033,100,5,"smooth767"
0.96,0.859385875975813,100,5,"smooth767"
1.01,0.857447206812086,100,5,"smooth767"
1.06,0.855654007059833,100,5,"smooth767"
1.11,0.854018940540038,100,5,"smooth767"
1.16,0.85255467107368,100,5,"smooth767"
1.21,0.851273862481741,100,5,"smooth767"
1.26,0.850182187883617,100,5,"smooth767"
1.31,0.849096450447127,100,5,"smooth767"
1.36,0.848047117070378,100,5,"smooth767"
1.41,0.8471919869876,100,5,"smooth767"
1.46,0.846688859433023,100,5,"smooth767"
1.51,0.84668821398211,100,5,"smooth767"
1.56,0.847067707911734,100,5,"smooth767"
1.61,0.847724373382057,100,5,"smooth767"
1.66,0.848655204552164,100,5,"smooth767"
1.71,0.849857195581141,100,5,"smooth767"
1.76,0.851327340628075,100,5,"smooth767"
1.81,0.853062633852051,100,5,"smooth767"
1.86,0.855060069412157,100,5,"smooth767"
1.91,0.857316641467479,100,5,"smooth767"
1.96,0.859829344177102,100,5,"smooth767"
2.01,0.862595171700114,100,5,"smooth767"
2.06,0.8656111181956,100,5,"smooth767"
2.11,0.868874177822648,100,5,"smooth767"
2.16,0.872381344740343,100,5,"smooth767"
2.21,0.876129613107772,100,5,"smooth767"
2.26,NA,100,5,"smooth767"
2.31,NA,100,5,"smooth767"
2.36,NA,100,5,"smooth767"
2.41,NA,100,5,"smooth767"
2.46,NA,100,5,"smooth767"
-0.01,NA,100,5,"smooth767"
-0.06,NA,100,5,"smooth767"
-0.11,0.911173350399328,100,5,"smooth767"
-0.16,0.907408581133165,100,5,"smooth767"
-0.21,0.903752484053753,100,5,"smooth767"
-0.26,0.900193380806473,100,5,"smooth767"
-0.31,0.896719593036707,100,5,"smooth767"
-0.36,0.893319442389837,100,5,"smooth767"
-0.41,0.889978845226954,100,5,"smooth767"
-0.46,0.886623004038661,100,5,"smooth767"
-0.51,0.883262261488177,100,5,"smooth767"
-0.56,0.879952669332622,100,5,"smooth767"
-0.61,0.876750279329121,100,5,"smooth767"
-0.66,0.873711143234795,100,5,"smooth767"
-0.71,0.870891312806767,100,5,"smooth767"
-0.76,0.868341970325844,100,5,"smooth767"
-0.81,0.86594806172603,100,5,"smooth767"
-0.86,0.863648967253767,100,5,"smooth767"
-0.91,0.861457350730033,100,5,"smooth767"
-0.96,0.859385875975813,100,5,"smooth767"
-1.01,0.857447206812086,100,5,"smooth767"
-1.06,0.855654007059833,100,5,"smooth767"
-1.11,0.854018940540038,100,5,"smooth767"
-1.16,0.85255467107368,100,5,"smooth767"
-1.21,0.851273862481741,100,5,"smooth767"
-1.26,0.850182187883617,100,5,"smooth767"
-1.31,0.849096450447127,100,5,"smooth767"
-1.36,0.848047117070378,100,5,"smooth767"
-1.41,0.8471919869876,100,5,"smooth767"
-1.46,0.846688859433023,100,5,"smooth767"
-1.51,0.84668821398211,100,5,"smooth767"
-1.56,0.847067707911734,100,5,"smooth767"
-1.61,0.847724373382057,100,5,"smooth767"
-1.66,0.848655204552164,100,5,"smooth767"
-1.71,0.849857195581141,100,5,"smooth767"
-1.76,0.851327340628075,100,5,"smooth767"
-1.81,0.853062633852051,100,5,"smooth767"
-1.86,0.855060069412157,100,5,"smooth767"
-1.91,0.857316641467479,100,5,"smooth767"
-1.96,0.859829344177102,100,5,"smooth767"
-2.01,0.862595171700114,100,5,"smooth767"
-2.06,0.8656111181956,100,5,"smooth767"
-2.11,0.868874177822648,100,5,"smooth767"
-2.16,0.872381344740343,100,5,"smooth767"
-2.21,0.876129613107772,100,5,"smooth767"
-2.26,NA,100,5,"smooth767"
-2.31,NA,100,5,"smooth767"
-2.36,NA,100,5,"smooth767"
-2.41,NA,100,5,"smooth767"
-2.46,NA,100,5,"smooth767"
0.01,NA,100,5,"smooth768"
0.06,NA,100,5,"smooth768"
0.11,0.903399413785088,100,5,"smooth768"
0.16,0.900825883564474,100,5,"smooth768"
0.21,0.898364598005698,100,5,"smooth768"
0.26,0.896009495579892,100,5,"smooth768"
0.31,0.893754514758185,100,5,"smooth768"
0.36,0.89159359401171,100,5,"smooth768"
0.41,0.889518862059288,100,5,"smooth768"
0.46,0.88747563751405,100,5,"smooth768"
0.51,0.885470226802666,100,5,"smooth768"
0.56,0.883542826596775,100,5,"smooth768"
0.61,0.881733633568011,100,5,"smooth768"
0.66,0.880082844388013,100,5,"smooth768"
0.71,0.878630655728415,100,5,"smooth768"
0.76,0.877417905115758,100,5,"smooth768"
0.81,0.876486636180269,100,5,"smooth768"
0.86,0.875815455718176,100,5,"smooth768"
0.91,0.875364138512435,100,5,"smooth768"
0.96,0.875092459345998,100,5,"smooth768"
1.01,0.87496019300182,100,5,"smooth768"
1.06,0.874927114262853,100,5,"smooth768"
1.11,0.874952997912053,100,5,"smooth768"
1.16,0.874997618732373,100,5,"smooth768"
1.21,0.875020751506766,100,5,"smooth768"
1.26,0.874980105783965,100,5,"smooth768"
1.31,0.874807068677294,100,5,"smooth768"
1.36,0.87457638561094,100,5,"smooth768"
1.41,0.87441351911649,100,5,"smooth768"
1.46,0.874443931725524,100,5,"smooth768"
1.51,0.874787189549742,100,5,"smooth768"
1.56,0.875343820006593,100,5,"smooth768"
1.61,0.876031961338576,100,5,"smooth768"
1.66,0.876850604169561,100,5,"smooth768"
1.71,0.877798739123419,100,5,"smooth768"
1.76,0.878875356824022,100,5,"smooth768"
1.81,0.88007944789524,100,5,"smooth768"
1.86,0.881410002960945,100,5,"smooth768"
1.91,0.882866012645007,100,5,"smooth768"
1.96,0.884446467571297,100,5,"smooth768"
2.01,0.886150358363686,100,5,"smooth768"
2.06,0.887976675646045,100,5,"smooth768"
2.11,0.889924410042245,100,5,"smooth768"
2.16,0.891992552176157,100,5,"smooth768"
2.21,0.894180092671652,100,5,"smooth768"
2.26,NA,100,5,"smooth768"
2.31,NA,100,5,"smooth768"
2.36,NA,100,5,"smooth768"
2.41,NA,100,5,"smooth768"
2.46,NA,100,5,"smooth768"
-0.01,NA,100,5,"smooth768"
-0.06,NA,100,5,"smooth768"
-0.11,0.903399413785088,100,5,"smooth768"
-0.16,0.900825883564474,100,5,"smooth768"
-0.21,0.898364598005698,100,5,"smooth768"
-0.26,0.896009495579892,100,5,"smooth768"
-0.31,0.893754514758185,100,5,"smooth768"
-0.36,0.89159359401171,100,5,"smooth768"
-0.41,0.889518862059288,100,5,"smooth768"
-0.46,0.88747563751405,100,5,"smooth768"
-0.51,0.885470226802666,100,5,"smooth768"
-0.56,0.883542826596775,100,5,"smooth768"
-0.61,0.881733633568011,100,5,"smooth768"
-0.66,0.880082844388013,100,5,"smooth768"
-0.71,0.878630655728415,100,5,"smooth768"
-0.76,0.877417905115758,100,5,"smooth768"
-0.81,0.876486636180269,100,5,"smooth768"
-0.86,0.875815455718176,100,5,"smooth768"
-0.91,0.875364138512435,100,5,"smooth768"
-0.96,0.875092459345998,100,5,"smooth768"
-1.01,0.87496019300182,100,5,"smooth768"
-1.06,0.874927114262853,100,5,"smooth768"
-1.11,0.874952997912053,100,5,"smooth768"
-1.16,0.874997618732373,100,5,"smooth768"
-1.21,0.875020751506766,100,5,"smooth768"
-1.26,0.874980105783965,100,5,"smooth768"
-1.31,0.874807068677294,100,5,"smooth768"
-1.36,0.87457638561094,100,5,"smooth768"
-1.41,0.87441351911649,100,5,"smooth768"
-1.46,0.874443931725524,100,5,"smooth768"
-1.51,0.874787189549742,100,5,"smooth768"
-1.56,0.875343820006593,100,5,"smooth768"
-1.61,0.876031961338576,100,5,"smooth768"
-1.66,0.876850604169561,100,5,"smooth768"
-1.71,0.877798739123419,100,5,"smooth768"
-1.76,0.878875356824022,100,5,"smooth768"
-1.81,0.88007944789524,100,5,"smooth768"
-1.86,0.881410002960945,100,5,"smooth768"
-1.91,0.882866012645007,100,5,"smooth768"
-1.96,0.884446467571297,100,5,"smooth768"
-2.01,0.886150358363686,100,5,"smooth768"
-2.06,0.887976675646045,100,5,"smooth768"
-2.11,0.889924410042245,100,5,"smooth768"
-2.16,0.891992552176157,100,5,"smooth768"
-2.21,0.894180092671652,100,5,"smooth768"
-2.26,NA,100,5,"smooth768"
-2.31,NA,100,5,"smooth768"
-2.36,NA,100,5,"smooth768"
-2.41,NA,100,5,"smooth768"
-2.46,NA,100,5,"smooth768"
0.01,NA,100,5,"smooth769"
0.06,NA,100,5,"smooth769"
0.11,0.911531968752161,100,5,"smooth769"
0.16,0.906431806425407,100,5,"smooth769"
0.21,0.901572866970302,100,5,"smooth769"
0.26,0.896949308524296,100,5,"smooth769"
0.31,0.892555289224842,100,5,"smooth769"
0.36,0.888384967209391,100,5,"smooth769"
0.41,0.884430266800813,100,5,"smooth769"
0.46,0.880624632972118,100,5,"smooth769"
0.51,0.876974881828728,100,5,"smooth769"
0.56,0.873529349494606,100,5,"smooth769"
0.61,0.870336372093716,100,5,"smooth769"
0.66,0.867444285750018,100,5,"smooth769"
0.71,0.864901426587477,100,5,"smooth769"
0.76,0.86275888263422,100,5,"smooth769"
0.81,0.861126901596932,100,5,"smooth769"
0.86,0.859990273173464,100,5,"smooth769"
0.91,0.859276911592885,100,5,"smooth769"
0.96,0.858914731084259,100,5,"smooth769"
1.01,0.858831645876653,100,5,"smooth769"
1.06,0.858955570199133,100,5,"smooth769"
1.11,0.859214418280767,100,5,"smooth769"
1.16,0.85953610435062,100,5,"smooth769"
1.21,0.85984854263776,100,5,"smooth769"
1.26,0.860078743531467,100,5,"smooth769"
1.31,0.860178547867641,100,5,"smooth769"
1.36,0.860261490239777,100,5,"smooth769"
1.41,0.860479457042187,100,5,"smooth769"
1.46,0.86098433466918,100,5,"smooth769"
1.51,0.861920886834626,100,5,"smooth769"
1.56,0.863169303875948,100,5,"smooth769"
1.61,0.864631098780933,100,5,"smooth769"
1.66,0.866305459601261,100,5,"smooth769"
1.71,0.868191574388612,100,5,"smooth769"
1.76,0.870288631194665,100,5,"smooth769"
1.81,0.8725958180711,100,5,"smooth769"
1.86,0.875112323069597,100,5,"smooth769"
1.91,0.877837334241835,100,5,"smooth769"
1.96,0.880770039639494,100,5,"smooth769"
2.01,0.883909627314252,100,5,"smooth769"
2.06,0.88725528531779,100,5,"smooth769"
2.11,0.890806201701789,100,5,"smooth769"
2.16,0.894561564517925,100,5,"smooth769"
2.21,0.89852056181788,100,5,"smooth769"
2.26,NA,100,5,"smooth769"
2.31,NA,100,5,"smooth769"
2.36,NA,100,5,"smooth769"
2.41,NA,100,5,"smooth769"
2.46,NA,100,5,"smooth769"
-0.01,NA,100,5,"smooth769"
-0.06,NA,100,5,"smooth769"
-0.11,0.911531968752161,100,5,"smooth769"
-0.16,0.906431806425407,100,5,"smooth769"
-0.21,0.901572866970302,100,5,"smooth769"
-0.26,0.896949308524296,100,5,"smooth769"
-0.31,0.892555289224842,100,5,"smooth769"
-0.36,0.888384967209391,100,5,"smooth769"
-0.41,0.884430266800813,100,5,"smooth769"
-0.46,0.880624632972118,100,5,"smooth769"
-0.51,0.876974881828728,100,5,"smooth769"
-0.56,0.873529349494606,100,5,"smooth769"
-0.61,0.870336372093716,100,5,"smooth769"
-0.66,0.867444285750018,100,5,"smooth769"
-0.71,0.864901426587477,100,5,"smooth769"
-0.76,0.86275888263422,100,5,"smooth769"
-0.81,0.861126901596932,100,5,"smooth769"
-0.86,0.859990273173464,100,5,"smooth769"
-0.91,0.859276911592885,100,5,"smooth769"
-0.96,0.858914731084259,100,5,"smooth769"
-1.01,0.858831645876653,100,5,"smooth769"
-1.06,0.858955570199133,100,5,"smooth769"
-1.11,0.859214418280767,100,5,"smooth769"
-1.16,0.85953610435062,100,5,"smooth769"
-1.21,0.85984854263776,100,5,"smooth769"
-1.26,0.860078743531467,100,5,"smooth769"
-1.31,0.860178547867641,100,5,"smooth769"
-1.36,0.860261490239777,100,5,"smooth769"
-1.41,0.860479457042187,100,5,"smooth769"
-1.46,0.86098433466918,100,5,"smooth769"
-1.51,0.861920886834626,100,5,"smooth769"
-1.56,0.863169303875948,100,5,"smooth769"
-1.61,0.864631098780933,100,5,"smooth769"
-1.66,0.866305459601261,100,5,"smooth769"
-1.71,0.868191574388612,100,5,"smooth769"
-1.76,0.870288631194665,100,5,"smooth769"
-1.81,0.8725958180711,100,5,"smooth769"
-1.86,0.875112323069597,100,5,"smooth769"
-1.91,0.877837334241835,100,5,"smooth769"
-1.96,0.880770039639494,100,5,"smooth769"
-2.01,0.883909627314252,100,5,"smooth769"
-2.06,0.88725528531779,100,5,"smooth769"
-2.11,0.890806201701789,100,5,"smooth769"
-2.16,0.894561564517925,100,5,"smooth769"
-2.21,0.89852056181788,100,5,"smooth769"
-2.26,NA,100,5,"smooth769"
-2.31,NA,100,5,"smooth769"
-2.36,NA,100,5,"smooth769"
-2.41,NA,100,5,"smooth769"
-2.46,NA,100,5,"smooth769"
0.01,NA,100,5,"smooth770"
0.06,NA,100,5,"smooth770"
0.11,0.91538383723488,100,5,"smooth770"
0.16,0.912382080373378,100,5,"smooth770"
0.21,0.909493083311995,100,5,"smooth770"
0.26,0.906715389401887,100,5,"smooth770"
0.31,0.904047541994215,100,5,"smooth770"
0.36,0.901488084440138,100,5,"smooth770"
0.41,0.89903370367475,100,5,"smooth770"
0.46,0.896630933936697,100,5,"smooth770"
0.51,0.894283056218884,100,5,"smooth770"
0.56,0.892027166445713,100,5,"smooth770"
0.61,0.889900360541586,100,5,"smooth770"
0.66,0.887939734430903,100,5,"smooth770"
0.71,0.886182384038067,100,5,"smooth770"
0.76,0.884668789897614,100,5,"smooth770"
0.81,0.88352178732912,100,5,"smooth770"
0.86,0.882736024156044,100,5,"smooth770"
0.91,0.88224045988883,100,5,"smooth770"
0.96,0.88196405403792,100,5,"smooth770"
1.01,0.88183576611376,100,5,"smooth770"
1.06,0.881784555626791,100,5,"smooth770"
1.11,0.881739382087459,100,5,"smooth770"
1.16,0.881629205006205,100,5,"smooth770"
1.21,0.881382983893475,100,5,"smooth770"
1.26,0.880931031122186,100,5,"smooth770"
1.31,0.88028487117452,100,5,"smooth770"
1.36,0.87953625792578,100,5,"smooth770"
1.41,0.878772153011709,100,5,"smooth770"
1.46,0.878079518068048,100,5,"smooth770"
1.51,0.877541552319315,100,5,"smooth770"
1.56,0.877099879552763,100,5,"smooth770"
1.61,0.876702432567119,100,5,"smooth770"
1.66,0.87634793017263,100,5,"smooth770"
1.71,0.87603509117954,100,5,"smooth770"
1.76,0.875762634398098,100,5,"smooth770"
1.81,0.87552927863855,100,5,"smooth770"
1.86,0.875333742711144,100,5,"smooth770"
1.91,0.875174745426124,100,5,"smooth770"
1.96,0.875051005593738,100,5,"smooth770"
2.01,0.874961242024232,100,5,"smooth770"
2.06,0.874904173527853,100,5,"smooth770"
2.11,0.874878518914848,100,5,"smooth770"
2.16,0.874882996995462,100,5,"smooth770"
2.21,0.874916326579944,100,5,"smooth770"
2.26,NA,100,5,"smooth770"
2.31,NA,100,5,"smooth770"
2.36,NA,100,5,"smooth770"
2.41,NA,100,5,"smooth770"
2.46,NA,100,5,"smooth770"
-0.01,NA,100,5,"smooth770"
-0.06,NA,100,5,"smooth770"
-0.11,0.91538383723488,100,5,"smooth770"
-0.16,0.912382080373378,100,5,"smooth770"
-0.21,0.909493083311995,100,5,"smooth770"
-0.26,0.906715389401887,100,5,"smooth770"
-0.31,0.904047541994215,100,5,"smooth770"
-0.36,0.901488084440138,100,5,"smooth770"
-0.41,0.89903370367475,100,5,"smooth770"
-0.46,0.896630933936697,100,5,"smooth770"
-0.51,0.894283056218884,100,5,"smooth770"
-0.56,0.892027166445713,100,5,"smooth770"
-0.61,0.889900360541586,100,5,"smooth770"
-0.66,0.887939734430903,100,5,"smooth770"
-0.71,0.886182384038067,100,5,"smooth770"
-0.76,0.884668789897614,100,5,"smooth770"
-0.81,0.88352178732912,100,5,"smooth770"
-0.86,0.882736024156044,100,5,"smooth770"
-0.91,0.88224045988883,100,5,"smooth770"
-0.96,0.88196405403792,100,5,"smooth770"
-1.01,0.88183576611376,100,5,"smooth770"
-1.06,0.881784555626791,100,5,"smooth770"
-1.11,0.881739382087459,100,5,"smooth770"
-1.16,0.881629205006205,100,5,"smooth770"
-1.21,0.881382983893475,100,5,"smooth770"
-1.26,0.880931031122186,100,5,"smooth770"
-1.31,0.88028487117452,100,5,"smooth770"
